Tree,Linearisation
ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 buk_V2 (UsePron (ProDrop it7_Pron)))))) (PlusChunk (N_Chunker (N_Sg_Chunk nyanga_9_10_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop they4_Pron) (UseV khul_V))) (PlusChunk (V_Chunker (V_i_Chunk futh_V)) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it9_Pron)) (AdvVP (AdvVP (UseV nciph_V) (InstrNPAdv (Deverb15 PPos (UseV qhubek_V)))) (KwaNPAdv (DetCN (DetNum NumSg) (UseN khathi_7_8_N))))))))))))),sibuke inyanga ikhula futhi incipha ngokuqhubeka kwesikhathi
"DirectSpeech (ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop he_Pron) (UseV khushuzis_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""i-rattle""))) (OneChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop he_Pron) (ComplV2 z_V2 (UsePron (ProDrop youSg_Pron))))))))) TPastTemp b_V (ExtConjNP (UsePron (ProDrop they_Pron)) with_Conj (DetCN (DetNum NumSg) (UseN gqi_7_8_N)))",ukhushuzisa i-rattle ukuze kube nesigqi
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN khumbi_3_4_N)) (ComplV2 hambis_V2 (DetCN (DetNum NumPl) (UseN phahla_11_10_N))))))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN lwandle_11_10_N)))))),imikhumbi ihambisa izimpahla olwandle
ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (UseV hlal_V)))) (PlusChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN bhishi_5_6_N)))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (CopAP (PositA ze_R)))))) (OneChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (AdvVP (ComplV2 om_V2 (UsePron (ProDrop it3_Pron))) (LocAdvAdv (LocAdvNP (LocAdvNP ngemuva_LocAdv (Deverb15 PPos (UseV bhukud_V))) (UsePron it17_Pron))))))))))),hlala ebhishi uze wome ngemuva kokubhukuda kwakho
"ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 sik_V2 (DetCN (DetNum NumSg) (UseN tamatisi_1a_2a_N)))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""wesaladi"")))))",sika utamatisi wesaladi
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""shelelisa""))) (PlusChunk (N_Chunker (N_Sg_Chunk gilazi_9_10_N)) (PlusChunk (Adv_Chunker (Adv_Chunk phesheya_Adv)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kwekhawunda""))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop it5_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA bushelelezi_R)))))))))))",shelelisa ingilazi phesheya kwekhawunda elibushelelezi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV2 phuz_V2 (DetCN (DetNum NumSg) (PossNP (UseN nkomishi_9_10_N) (DetCN (DetNum NumSg) (UseN khofi_5_N))))) (LocAdvNPAdv njalo_Adv (Deverb15 PPos (UseVStative s_V))))))) NoVoc,ngiphuza inkomishi yekhofi njalo ekuseni
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV3 shayel_V3 (RelNP (DetCN (DetNum NumSg) (PossNP (UseN moto_9_10_N) (UsePron i_Pron))) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA sha_A))))) (RelNP (UsePron (ProDrop youSg_Pron)) (UseRCl TPresTemp PPos (RelVP IdRP (CopPoss (Deverb15 PPos (UseV qal_V))))))) namuhla_Adv)))) NoVoc,ngishayele imoto yami entsha okokuqala namuhla
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 thand_V2 (UsePron (ProDrop it17_Pron))))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV dl_V))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""i-okra""))))))",ngiyakuthanda ukudla i-okra
ChunkPhr (OneChunk (VP_Chunker (VP_Main_Short_Chunk TPresTemp PPos (ProDrop i_Pron) (AdvVP (ComplV3 thokozel_V3 (UsePron (ProDrop it17_Pron)) (Deverb15 PPos (ComplV2 chith_V2 (DetCN (DetNum NumSg) (UseN khathi_7_8_N))))) phandle_Adv)))),ngiyakuthokozela ukuchitha isikhathi phandle
ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (ComplV2 zw_V2 (UsePron (ProDrop they10_Pron))))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV2 thand_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (PossNP (UseN phefumulo_3_4_N) (UsePron i_Pron)))))))))))),ngizizwa ngikuthanda emphefumulweni wami
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopAP (PositA hle_A)))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 theng_V2 (DetCN (DetNum NumPl) (PossNP (PredetN (QuantPredet all_QuantStem) dingo_7_8_N) (UsePron youSg_Pron)))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ekhemisi""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop it3_Pron) (ComplV2 z_V2 (UsePron (ProDrop youSg_Pron))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ulungiselele""))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV y_V))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN nyanga_9_10_N)))))))))))",kuhle uthenge zonke izidingo zakho ekhemisi ukuze ulungiselele ukuya enyangeni
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN gwaqo_3_4_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (AdvVP (UseV y_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN khaya_5_6_N)))))))) (CopAP (PositA gcwele_R)))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ubhuqu"")))))",umgwaqo oya ekhaya ugcwele ubhuqu
ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk qaqa_5_6_N)) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (AdvVP (ComplV2 bon_V2 (UsePron (ProDrop it5_Pron))) (InstrNPAdv (DetCN (DetNum NumSg) (UseN nhlanhla_9_10_N)))))))) (PlusChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN ndle_9_N)))) (PlusChunk (S_Chunker (S_Chunk (ExistNP (DetCN (DetNum NumPl) (UseN ba_1a_2a_N))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it5_Pron)) (UseV cash_V))))) (PlusChunk (V_Chunker (V_i_Chunk futh_V)) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it5_Pron)) (CopNPAssoc (DetCN (DetNum NumPl) (UseN hloni_6_N)))))))))))))),iqaqa ulibona ngenhlanhla endle ngoba liyacasha futhi linamahloni
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNP (PredetN (QuantPredet all_QuantStem) phendulo_9_10_N) (UsePron youSg_Pron))) (UseVStative lung_V)))) NoVoc,zonke izimpendulo zakho zilungile
"ChunkPhr (PlusChunk (CN_Chunker (CN_Sg_Chunk (PossNP (UseN thunzi_7_8_N) (UsePron youSg_Pron)))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN siba_11_10_N)))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (CopAP (PositA de_A)))))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (Deverb15 PPos (UseVStative s_V)))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""nantambama""))))))))",isithunzi sakho siba side ekuseni nantambama
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN juba_5_6_N)) (UseVStative zwakal_V)))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it5_Pron)) (AdvVP (UseV vukuth_V) (LocAdvAdv (LocNPAdv (Deverb15 PPos (UseV s_V)))))))) NoVoc),ijuba lizwakele livukutha ekuseni
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (UseVStative zw_V)))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN dada_5_6_N)) (AdvVP (ComplV2 bang_V2 (DetCN (DetNum NumSg) (UseN sindo_3_4_N))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN chibi_5_6_N)))))))) NoVoc),uzozwa idada libanga umsindo echibini
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""singaselula""))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN keti_7_8_N)) (AdvVP (AdvVP (UseV b_V) (InstrNPAdv (DetCN (DetNum NumSg) (UseN zansi_5_6_N)))) (KwaNPAdv (DetCN (DetNum NumPl) (UseN dolo_5_6_N)))))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop he_Pron) (UseV m_V))) (OneChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop she_Pron) (UseV thand_V)))))))",singaselula isiketi sibe ngezansi kwamadolo uma uthanda
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (ExtConjNP (DetCN (DetNum NumSg) (UseN bhuzi_9_10_N)) with_Conj (UsePron they4_Pron)) (AdvVP (AdvVP (CopNPAssoc (DetCN (DetNum NumSg) (UseN bisi_11_N))) (InstrAdvNPAdv (NPAdv (RelNP (UsePron (ProDrop youSg_Pron)) (UseRCl TRemPastTemp PPos (RelVP IdRP (ComplV2 enz_V2 (UsePron (ProDrop i_Pron))))))) (UsePron it11_Pron))) (NPAdv (DetCN (DetNum NumSg) (UseN shizi_11_N))))))) NoVoc,imbuzi nayo inobisi ongenza ngalo ushizi
ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (UseV sebenzis_V)))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop she_Pron) (UseV bumb_V))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it3_Pron) (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))))) (OneChunk (NP_Chunker (NP_Nom_Chunk (ExtConjNP (DetCN (DetNum NumPl) (UseN nkomishi_9_10_N)) with_Conj (DetCN (DetNum NumPl) (UseN puleti_5_6_N))))))))),sebenzisa ubumba ukwenza izinkomishi namapuleti
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (ComplV2 hambel_V2 (DetCN (DetNum NumPl) (UseN ngcwaba_5_6_N))) (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN khumbuzo_7_8_N) (Deverb15 PPos (UseV shon_V))))))))) NoVoc) (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 akh_V2 (UsePron (ProDrop it17_Pron))))) NoVoc),sizohambela amangcwaba ngesikhumbuzo sokushona kwakhe
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (CopNPAssoc (DetCN (DetNum NumSg) (UseN qiniseko_7_8_N)))))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (NPAdv (Deverb15 PPos (ComplV2 th_V2 (RelNP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) ntu_1_2_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseV hlal_V))))))) (UseCl TPresTemp PPos (PredVP (PronPostdetNP (ProDrop she_Pron) (QuantPostdet only_QuantStem)) (ComplV2 sebenzis_V2 (DetCN (DetNum NumSg) (UseN thakathi_14_N))))))) NoVoc),sinesiqiniseko ukuthi lo muntu ohlala yedwa usebenzisa ubuthakathi
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop it3_Pron) (UseV zob_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ukweliphi""))) (PlusChunk (N_Chunker (N_Sg_Chunk banga_5_6_N)) (PlusChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (UseN nyaka_11_N))))) (PlusChunk (RS_Chunker (RS_Chunk (ProDrop it3_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (UseV z_V))))) (OneChunk questmark_Chunk))))))",uzobe ukweliphi ibanga ngonyaka ozayo?
"ChunkPhr (PlusChunk (QS_Chunker (QS_Chunk (UseQCl TPresTemp PPos (QuestIComp how_much_IComp (DetCN (DetNum NumSg) (UseN sindo_7_8_N)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""salelo""))) (PlusChunk (V_Chunker (V_i_Chunk bhokis_V)) (OneChunk questmark_Chunk))))",singakanani isisindo salelo bhokisi?
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ubulewe""))) (PlusChunk (CN_Chunker (CN_Sg_Chunk (PossNP (UseN thi_14_N) (DetCN (DetNum NumSg) (UseN nyoka_9_10_N))))) (PlusChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (UseN khathi_7_8_N))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it9_Pron) (ComplV2 lum_V2 (UsePron (ProDrop he_Pron))))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop they4_Pron) (UseRCl TPresTemp PPos (RelVPShort IdRP (CopLocative (LocAdvLoc (LocNPAdv (DetCN (DetNum NumPl) (UseN simu_9_6_N))))))))))))))",ubulewe ubuthi benyoka ngesikhathi imluma esemasimini
"ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (UseV qaphel_V)))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ungahlathwa""))) (PlusChunk (N_Chunker (N_Sg_Chunk iva_5_6_N)) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumPl) (PredetN (DemPredet that_Quant) mbali_9_10_N))))))))",qaphela ungahlathwa iva kulezo zimbali
PhrUtt NoPConj (UttImpSg PPos (ImpVP (AdvVP (ComplV2 qaphel_V2 (DetCN (DetNum NumSg) (UseN jubane_5_6_N))) (ConjNAdv where_ConjN (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseV shayel_V) (KuNPAdv (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) gwaqo_3_4_N)))))))))) NoVoc,qaphela ijubane lapho ushayela kulowo mgwaqo
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN khukhula_7_8_N)) (UseRCl TPastTemp PPos (RelVPShort IdRP (AdvVP (UseV fik_V) (NaNPAdv (RelNP (DetCN (DetNum NumSg) (UseN vula_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ningi_A)))))))))) (ComplV2 shabalalis_V2 (DetCN (DetNum NumPl) (PredetN (QuantPredet all_QuantStem) tshalo_7_8_N)))))) NoVoc,isikhukhula esifike nemvula eningi sishabalalise zonke izitshalo
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN fece_1_2_N)) (ComplV2 khiph_V2 (RelNP (DetCN (DetNum NumSg) (UseN vemvane_11_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA mibalabala_R)))))))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kungekudala"")))))",umfece uzokhipha uvemvane olumibalabala kungekudala
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (CopNP (RelNP (UsePron (ProDrop they6_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseV sebenzis_V)))))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (AdvNP (DetCN (DetNum NumSg) (UseN buhlalu_1a_2a_N)) (NaNPAdv (DetCN (DetNum NumSg) (UseN cingo_11_10_N)))) (AdvVP (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))) (NPAdv (DetCN (DetNum NumPl) (UseN cici_5_6_N))))))) NoVoc),ungasebenzisa ubuhlalu nocingo ukwenza amacici
ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk anga_6_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it5_Pron) (UseV phum_V))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN phumalanga_9_N))))))),ilanga liphuma empumalanga
ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk anga_6_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it5_Pron) (UseV shon_V))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN shonalanga_9_N))))))),ilanga lishona entshonalanga
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumPl) (UseN hlahla_7_8_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA de_A))))) (ComplV2 vimb_V2 (DetCN (DetNum NumSg) (UseN anga_6_N))))))) (PlusChunk (RS_Chunker (RS_Chunk (ProDrop youSg_Pron) (UseRCl TRemPastTemp PPos (RelVP IdRP (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))))))) (PlusChunk (N_Chunker (N_Sg_Chunk hlathi_5_6_N)) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""lingakhanyi"")))))))",izihlahla ezinde zivimba ilanga okwenza ihlathi lingakhanyi
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN thisha_1a_2a_N)) (ComplV2 thol_V2 (RelNP (DetCN (DetNum NumSg) (UseN ntwala_9_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseV khand_V))))))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""lomunye"")))))",uthisha uthole intwala ekhanda lomunye
PhrUtt NoPConj (UttS (AdvS (NPAdv (DetCN (DetNum NumSg) (PossNP (UseN gobolondo_5_6_N) (DetCN (DetNum NumSg) (UseN fudu_11_10_N))))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it11_Pron)) (CopNPAssoc (DetCN (DetNum NumPl) (UseN phethini_5_6_N))))))) NoVoc,igobolondo lofudu lunamaphethini
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ngane_11_N)) (ComplV2 thand_V2 (DetCN (DetNum NumPl) (PossNP (UseN zali_1_2_N) (UsePron they10_Pron))))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (ComplV2 shwib_V2 (UsePron (ProDrop they10_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (PossNP (UseN galo_9_10_N) (UsePron they_Pron))))))))) NoVoc),izingane zithanda abazali bazo bazishwibe ezingalweni zabo
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ngane_9_10_N)) (UseV thand_V))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV dlal_V))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN daka_11_10_N))))))),izingane ziyathanda ukudlala odakeni
"ChunkPhr (PlusChunk (N_Chunker (N_Pl_Chunk ngane_7_8_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""bezithanda""))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV dlal_V))) (OneChunk (NP_Chunker (NP_Loc_Chunk (RelNP (DetCN (DetNum NumPl) (UseN nzi_6_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseVStative jul_V))))))))))",izingane bezithanda ukudlala emanzini angajulile
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ngane_11_N)) (ComplV2 dlal_V2 (UsePron (ProDrop they10_Pron))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""emfudlaneni""))) (OneChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop they8_Pron)) (ComplV2 bamb_V2 (DetCN (DetNum NumPl) (UseN noshobishobi_1a_2a_N))))))))))",izingane zazidlala emfudlaneni zabamba onoshobishobi
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ngane_9_10_N)) (UseV thandaz_V))))) (OneChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN khathi_7_8_N) (Deverb15 PPos (UseV lal_V))))))))),izingane ziyathandaza ngesikhathi sokulala
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) hlalo_7_8_N)) (CopAP (PositA dala_A))))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (InstrNPAdv (DetCN (DetNum NumSg) (UseN ba_1a_2a_N))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (AdvVP (CopNPAssoc (DetCN (DetNum NumSg) (PossNP (UseN khulu_5_6_N) (DetCN (DetNum NumPl) (UseN nyaka_3_4_N))))) (KuNPAdv (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) ndeni_3_4_N)))))))) NoVoc),lesi sihlalo sidala ngoba sinekhulu leminyaka kulo mndeni
PhrUtt NoPConj (UttImpSg PPos (ImpVP (AdvVP (AdvVP (ComplV2 thol_V2 (DetCN (DetNum NumSg) (UseN ndawo_9_10_N))) (LocAdvNPAdv (NPAdv (RelNP (UsePron (ProDrop we_Pron)) (UseRCl TFutTemp PPos (RelVP IdRP (UseVStative hlal_V))))) (UsePron they4_Pron))) (LocAdvAdv (LocAdvNP (LocNNgaAdv phansi_LocN) (DetCN (DetNum NumPl) (UseN hlahla_7_8_N))))))) NoVoc,thola indawo esizohlala kuyo ngaphansi kwezihlahla
"ChunkPhr (PlusChunk (Postdet_Chunker (Postdet_Chunk (ProDrop it9_Pron) (DemPostdet this_Quant))) (PlusChunk (S_Chunker (S_Chunk (ExistNP (RelNP (DetCN (DetNum NumPl) (UseN gwaqo_3_4_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA banzi_R)))))))) (PlusChunk (RS_Chunker (RS_Chunk (ProDrop youSg_Pron) (UseRCl TRemPastTemp PPos (RelVP IdRP (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))))))) (PlusChunk (Phr_Chunker (Phr_Chunk (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 b_V2 (UsePron (ProDrop it17_Pron))))) (VocNP (DetCN (DetNum NumSg) (UseN lula_5_6_N)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ukupaka""))) (OneChunk (N_Chunker (N_Pl_Chunk moto_9_10_N))))))))",lena yimigwaqo ebanzi okwenza kube lula ukupaka izimoto
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN hlaba_3_4_N)) (AdvVP (ComplV3 lungel_V3 (UsePron (ProDrop it17_Pron)) (Deverb15 PPos (UseV tshalw_V))) (KwaNPAdv (DetCN (DetNum NumPl) (UseN hlahla_7_8_N))))))) NoVoc,umhlaba ukulungele ukutshalwa kwezihlahla
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) fula_3_4_N)) (AdvVP (CopNP (DetCN (DetNum NumSg) (UseN cingo_3_4_N))) (NPAdv (RelNP (UsePron (ProDrop youSg_Pron)) (UseRCl TRemPastTemp PPos (RelVP IdRP (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))))))))))) NoVoc) (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 b_V2 (UsePron (ProDrop youSg_Pron))))) (VocNP (AdvNP (DetCN (DetNum NumSg) (UseN lula_5_6_N)) (NPAdv (Deverb15 PPos (ComplV2 eq_V2 (UsePron (ProDrop they6_Pron)))))))),lo mfula ungumcingo okwenza kube lula ukuweqa
