Tree,Linearisation
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (UseN human_N)))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,umamekazi womuntu akakhanga iwolintshi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,yona intombazana engezukuba nasambulela esikhulu ayijabulelanga isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,intombazana ebingenajezi elingemakhwezikhwezi ayizukuthanda uletisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,yona indoda engezukuba najezi elimakhwezikhwezi ayi-odi isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,yona intombazana ezoba nesambulela esikhulu ayizukufuna amaqanda
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,yena umfana ongakhwehleli akayukuthenga ubisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) boy_N)) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,lo mfana wathanda uletisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,inkosikazi ebingenasambulela esikhulu ayikhanga iwolintshi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 pick_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,umamekazi wenkosikazi akakhanga obhontshisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,intombazana engakhwehleli ayiyukuthenga ithanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,yena umuntu ongezukuba nasambulela esikhulu akathenganga izambane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (UseN man_N)))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,umamekazi wendoda akasiki ikhabe
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,umamekazi wawo amadoda uzofuna iphalishi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN girl_N)))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,umfowabo wentombazana wakha isithelo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 prepare_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,yena umuntu onesambulela esikhulu uyolungisa isinkwa
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,yona intombazana ekhwehlelayo ayizukuthanda umongo
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,inkosikazi ezoba nesambulela esikhulu ithande inhlanzi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,umfowabo wenkosikazi akayukukha isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,umfana obenejezi elimakhwezikhwezi akazukufuna amanzi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,umuntu ongenasambulela engesikhulu akafunanga isithelo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,intombazana ebingenasambulela esikhulu ayifunanga ubhanana
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,umfana onesambulela esikhulu uyothengisa ikhofi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,indoda ebinejezi elimakhwezikhwezi ayi-odanga izambane
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,yona inkosikazi engenasambulela esikhulu ayifunanga ushizi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,umuntu okhwehlelayo akathengisi ukwatapheya
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yona indoda engenajezi elingemakhwezikhwezi ayithengisanga obhontshisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,umuntu obenejezi elimakhwezikhwezi usika ubhanana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,umfana obenejezi elimakhwezikhwezi uthanda iphalishi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))))) (ComplV2 want_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,ubabekazi wayo intombazana akafunanga amanzi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,yena umfana ongezukuba najezi elimakhwezikhwezi akazukuthanda ubisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,yona intombazana engenajezi elingemakhwezikhwezi ayisikanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,umfana ozoba nejezi elimakhwezikhwezi akajabulelanga inhlanzi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,indoda ezoba nejezi elimakhwezikhwezi ikha umfino
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (UseN human_N)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,umamekazi wabantu aka-odanga uletisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,yona indoda engenasambulela engesikhulu ayithengisanga inhlanzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (UseN boy_N)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,umfowabo wabafana aka-odanga ithanga
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,inkosikazi ezoba nesambulela esikhulu yathengisa isithelo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN man_N))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,umamekazi wayo indoda akayukufuna inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,yona inkosikazi ebingenasambulela engesikhulu ayifuni iwolintshi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (UseN woman_N)))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,umamekazi wamakhosikazi ukhe izambane
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN boy_N))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,umamekazi wabo abafana uyothanda ikhofi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,intombazana ekhwehlelayo izothenga uletisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,umfowabo wawo amadoda udla iwolintshi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (ComplV2 like_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,yena umfana akathandi amaqanda
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,indoda engezukuba nasambulela esikhulu ayimilisanga izambane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,indoda engezukuba nasambulela engesikhulu ayijabuleli ithanga
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,indoda ebingenasambulela engesikhulu ayizukuthenga iphalishi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,yona inkosikazi engenajezi elimakhwezikhwezi ayifunanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN human_N))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,ubabekazi wabo abantu uzofuna uletisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,indoda ezoba nesambulela esikhulu imilisa isithelo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN human_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,umamekazi wakhe umuntu udla umongo
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cook_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,umuntu ongenajezi elimakhwezikhwezi akaphekanga umfino
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,inkosikazi engenasambulela engesikhulu ayi-odi iwolintshi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,yona inkosikazi engakhwehleli ayifunanga ushizi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (ComplV2 cook_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yona intombazana izopheka obhontshisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) human_N)) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,lo muntu akayukuthanda ushizi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,umfana ongenasambulela engesikhulu akathengi ubisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN human_N))))) (ComplV2 prepare_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,umfowabo wabo abantu akalungisanga isinkwa
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,yona indoda ebingenajezi elimakhwezikhwezi ayithandanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) woman_N)) (ComplV2 prepare_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,le nkosikazi ayilungisanga ushizi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN human_N))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,ubabekazi wabo abantu akayuku-oda ubhanana
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN man_N)))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,umfowabo wendoda uzothenga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,inkosikazi engezukuba najezi elingemakhwezikhwezi ayizukuthanda isithelo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (EmphCN (UseN man_N))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,umfowabo wayo indoda uyothanda iwolintshi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN man_N))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,ubabekazi wayo indoda wakha umongo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,indoda ehlekayo ayijabulelanga izambane
